ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
014051290X,The Penguin Dictionary of Music (Penguin Reference Books),Arthur Jacobs,1996,Penguin USA,http://images.amazon.com/images/P/014051290X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014051290X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014051290X.01.LZZZZZZZ.jpg
0385479530,Morality Play,Barry Unsworth,1995,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385479530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385479530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385479530.01.LZZZZZZZ.jpg
0553564668,What Falls Away: A Memoir,Mia Farrow,1998,Bantam Books,http://images.amazon.com/images/P/0553564668.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564668.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564668.01.LZZZZZZZ.jpg
0312040156,Origami Zoo: An Amazing Collection of Folded Paper Animals,Robert J. Lang,1990,St. Martin's Press,http://images.amazon.com/images/P/0312040156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312040156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312040156.01.LZZZZZZZ.jpg
3426606976,Nach Einbruch der Nacht.,Phillip M. Margolin,1998,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",http://images.amazon.com/images/P/3426606976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426606976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426606976.01.LZZZZZZZ.jpg
0060513896,Important Things That Don't Matter : A Novel,David Amsden,2004,Perennial,http://images.amazon.com/images/P/0060513896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060513896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060513896.01.LZZZZZZZ.jpg
0446360732,A Treasure Worth Seeking,Sandra Brown,1992,Warner Books,http://images.amazon.com/images/P/0446360732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360732.01.LZZZZZZZ.jpg
0684835096,WILD THOUGHTS FROM WILD PLACES,David Quammen,1998,Scribner,http://images.amazon.com/images/P/0684835096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684835096.01.LZZZZZZZ.jpg
0737303964,"Meditation Sourcebook, The : Meditation for Mortals",Holly  Sumner,2000,McGraw-Hill,http://images.amazon.com/images/P/0737303964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0737303964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0737303964.01.LZZZZZZZ.jpg
0373181035,Fiance' Wanted Fast!  (City Brides),Jessica Hart,2003,Harlequin,http://images.amazon.com/images/P/0373181035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373181035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373181035.01.LZZZZZZZ.jpg
0805206248,The Passover Haggadah,Jews,1979,Schocken Books,http://images.amazon.com/images/P/0805206248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805206248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805206248.01.LZZZZZZZ.jpg
0312141440,Vurt (Vurt),Jeff Noon,1996,St. Martin's Griffin,http://images.amazon.com/images/P/0312141440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312141440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312141440.01.LZZZZZZZ.jpg
0380813300,Trapped,James Alan Gardner,2002,Eos,http://images.amazon.com/images/P/0380813300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380813300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380813300.01.LZZZZZZZ.jpg
0880382791,"Artifact of Evil (Greyhawk Adventures Novels, Book 2)",E. Gary Gygax,1986,Wizards of the Coast,http://images.amazon.com/images/P/0880382791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880382791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880382791.01.LZZZZZZZ.jpg
0373253249,First A Friend,Elizabeth Glenn,1988,Harlequin,http://images.amazon.com/images/P/0373253249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373253249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373253249.01.LZZZZZZZ.jpg
0688167438,I Am a Woman Finding My Voice : Celebrating The Extraordinary Blessings Of Being A Woman,Janet Quinn,1999,Perennial Currents,http://images.amazon.com/images/P/0688167438.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688167438.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688167438.01.LZZZZZZZ.jpg
0517186780,1896 Boston Cooking-School Cookbook,FANNIE MERRITT FARMER,1997,Gramercy,http://images.amazon.com/images/P/0517186780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517186780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517186780.01.LZZZZZZZ.jpg
0590324632,The One and Only Bunbun,Susan Clymer,1983,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590324632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590324632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590324632.01.LZZZZZZZ.jpg
0877959897,"An Uncertain Hour: The French, the Germans, the Jews, the Klaus Barbie Trial, and the City of Lyon, 1940-1945",Ted Morgan,1989,Arbor House Publishing,http://images.amazon.com/images/P/0877959897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877959897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877959897.01.LZZZZZZZ.jpg
0671649442,THOSE WHO FALL,John Muirhead,1987,Pocket,http://images.amazon.com/images/P/0671649442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671649442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671649442.01.LZZZZZZZ.jpg
0523413912,Ship of the Line,C. S. Forester,1980,Pinnacle Books,http://images.amazon.com/images/P/0523413912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0523413912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0523413912.01.LZZZZZZZ.jpg
0399137467,Your Blues Ain't Like Mine,Bebe Moore Campbell,1992,Putnam Publishing Group,http://images.amazon.com/images/P/0399137467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399137467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399137467.01.LZZZZZZZ.jpg
0396088104,The Josie gambit,Mary Francis Shura,1986,"Dodd, Mead",http://images.amazon.com/images/P/0396088104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0396088104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0396088104.01.LZZZZZZZ.jpg
0551031085,Stress Family Robinson 2,Adrian Plass,2000,Zondervan Publishing Company,http://images.amazon.com/images/P/0551031085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0551031085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0551031085.01.LZZZZZZZ.jpg
3404203585,Die vergessenen Reiche 1. HimmelsstÃ?Â¼rmer.,Margaret Weis,1999,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404203585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404203585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404203585.01.LZZZZZZZ.jpg
0671010077,The GOOD GUYS : How We Turned the FBI 'Round Q and Finally Broke the Mob,Jules Bonavolonta,1997,Pocket,http://images.amazon.com/images/P/0671010077.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671010077.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671010077.01.LZZZZZZZ.jpg
0671008285,Flamingo Revenge (Full House Club Stephanie),Janet Quin-Harkin,1997,Simon Spotlight,http://images.amazon.com/images/P/0671008285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671008285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671008285.01.LZZZZZZZ.jpg
034531719X,Tiger the Lurp Dog,Kenn Miller,1984,Ballantine Books,http://images.amazon.com/images/P/034531719X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034531719X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034531719X.01.LZZZZZZZ.jpg
0440222966,Idle Gossip: A Leo Gold Mystery (Leo Gold Mysteries),Jay Finkelstein,1997,Dell,http://images.amazon.com/images/P/0440222966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222966.01.LZZZZZZZ.jpg
8427207042,El Caso Del Socio Silencioso/the Case of the Silent Partner,Erle Stanley Gardner,1982,Molino,http://images.amazon.com/images/P/8427207042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8427207042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8427207042.01.LZZZZZZZ.jpg
1563152622,Always Another Dawn,Torena O'Rorke,2000,Sterling House Pub,http://images.amazon.com/images/P/1563152622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563152622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563152622.01.LZZZZZZZ.jpg
0803723547,April Wilson's Magpie Magic: A Tale of Colorful Mischief,April Wilson,1999,Dial Books,http://images.amazon.com/images/P/0803723547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803723547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803723547.01.LZZZZZZZ.jpg
2867447801,Demain si vous le voulez bien,Nicolas Fargues,2001,P.O.L.,http://images.amazon.com/images/P/2867447801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2867447801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2867447801.01.LZZZZZZZ.jpg
2070372936,Livret de famille,Patrick Modiano,1981,Gallimard,http://images.amazon.com/images/P/2070372936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070372936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070372936.01.LZZZZZZZ.jpg
0515102083,"Blood Kin (The Marauders, No 2)",Michael McGann,1989,Jove Books,http://images.amazon.com/images/P/0515102083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515102083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515102083.01.LZZZZZZZ.jpg
0449241300,Glass Flame,Whitney A.,1981,Not Avail,http://images.amazon.com/images/P/0449241300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449241300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449241300.01.LZZZZZZZ.jpg
0062516833,Stretching Lessons: The Daring that Starts from Within,Sue Bender,2002,HarperSanFrancisco,http://images.amazon.com/images/P/0062516833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062516833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062516833.01.LZZZZZZZ.jpg
0449215547,Shout at the Devil,Wilbur A. Smith,1989,Fawcett Books,http://images.amazon.com/images/P/0449215547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449215547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449215547.01.LZZZZZZZ.jpg
034062079X,Feng Shui (Beginner's Guides),Richard Craze,1996,Trafalgar Square Publishing,http://images.amazon.com/images/P/034062079X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034062079X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034062079X.01.LZZZZZZZ.jpg
0887508111,Love in the Wintertime,Don Gutteridge,1990,Oberon Pr,http://images.amazon.com/images/P/0887508111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887508111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887508111.01.LZZZZZZZ.jpg
0671243233,FIRE IN STREETS,Milton Viorst,1980,Simon &amp; Schuster,http://images.amazon.com/images/P/0671243233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671243233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671243233.01.LZZZZZZZ.jpg
0791419460,"Doing Business With the Japanese: A Guide to Successful Communication, Management, and Diplomacy (Suny Series in Speech Communication)",Alan Goldman,1994,State University of New York Press,http://images.amazon.com/images/P/0791419460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0791419460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0791419460.01.LZZZZZZZ.jpg
0970816308,Channeling Biker Bob: Heart of a Warrior,Nik C. Colyer,2001,Singing Reed Pr,http://images.amazon.com/images/P/0970816308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0970816308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0970816308.01.LZZZZZZZ.jpg
0843949864,Hannah's Vow,Pam Crooks,2002,Leisure Books,http://images.amazon.com/images/P/0843949864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843949864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843949864.01.LZZZZZZZ.jpg
1558744061,"Putting Your Talent to Work : Identifying, Cultivating, &amp; Marketing Your Natural Talents",Lucia Capacchione,1996,Health Communications,http://images.amazon.com/images/P/1558744061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744061.01.LZZZZZZZ.jpg
0895656876,What Can We Play Today? (Magic Castle Readers Social Science),Jane Belk Moncure,1988,Child's World,http://images.amazon.com/images/P/0895656876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895656876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895656876.01.LZZZZZZZ.jpg
0879239980,The Alphabet Abecedarium: Some Notes on Letters,Richard A. Firmage,1994,David R. Godine Publisher,http://images.amazon.com/images/P/0879239980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879239980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879239980.01.LZZZZZZZ.jpg
0553574892,Jane and the Man of the Cloth: Being the Second Jane Austin Mystery,Stephanie Barron,1997,Crimeline,http://images.amazon.com/images/P/0553574892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574892.01.LZZZZZZZ.jpg
0061052434,Foundation's Fear (Second Foundation Trilogy),Gregory Benford,1997,Harpercollins,http://images.amazon.com/images/P/0061052434.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061052434.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061052434.01.LZZZZZZZ.jpg
0821775618,The Spy's Bride (Zebra Historical Romance),Nita Abrams,2003,Zebra Books,http://images.amazon.com/images/P/0821775618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821775618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821775618.01.LZZZZZZZ.jpg
0399146679,An Empire of Women,Karen Shepard,2000,Putnam Publishing Group,http://images.amazon.com/images/P/0399146679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146679.01.LZZZZZZZ.jpg
0679860282,The Berenstain Bears at Camp Crush (Big Chapter Book),Stan Berenstain,1994,Random House Children's Books,http://images.amazon.com/images/P/0679860282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679860282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679860282.01.LZZZZZZZ.jpg
1569315620,"Pokemon Adventures: Yellow Caballero, The Ice Cage",Hidenori Kusaka,2001,VIZ LLC,http://images.amazon.com/images/P/1569315620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569315620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569315620.01.LZZZZZZZ.jpg
0385020570,Movement and Revolution,Peter L. Berger,1970,Doubleday,http://images.amazon.com/images/P/0385020570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385020570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385020570.01.LZZZZZZZ.jpg
0811835057,Sam Loves Kisses,Yves Got,2002,Chronicle Books,http://images.amazon.com/images/P/0811835057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811835057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811835057.01.LZZZZZZZ.jpg
0385015364,Orthodoxy: The Romance of Faith,G.K. Chesterton,1991,Image,http://images.amazon.com/images/P/0385015364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385015364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385015364.01.LZZZZZZZ.jpg
0140450351,"Arms and the Man: A Pleasant Play (Shaw, Bernard, Bernard Shaw Library.)",Bernard Shaw,1988,Penguin Books,http://images.amazon.com/images/P/0140450351.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140450351.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140450351.01.LZZZZZZZ.jpg
0375500995,What We Keep,ELIZABETH BERG,1998,Random House,http://images.amazon.com/images/P/0375500995.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375500995.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375500995.01.LZZZZZZZ.jpg
185367446X,Rising Sun Victorious: The Alternate History of How the Japanese Won the Pacific War,Peter G. Tsouras,2001,Greenhill Books,http://images.amazon.com/images/P/185367446X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185367446X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185367446X.01.LZZZZZZZ.jpg
0373764022,"Sinclair'S Surprise Baby (Secrets!) (Silhouette Desire, No. 1402)",Barbara McCauley,2001,Silhouette,http://images.amazon.com/images/P/0373764022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373764022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373764022.01.LZZZZZZZ.jpg
0345402960,The Moreau Factor,Jack L. Chalker,2000,Del Rey Books,http://images.amazon.com/images/P/0345402960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345402960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345402960.01.LZZZZZZZ.jpg
0516046217,The Story of the Golden Spike (Cornerstones of freedom),R. Conrad Stein,1978,Scholastic Library Pub,http://images.amazon.com/images/P/0516046217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0516046217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0516046217.01.LZZZZZZZ.jpg
8421615386,El Tiempo y la Promesa,Concha Lopez Narvaez,1990,Lectorum Publications,http://images.amazon.com/images/P/8421615386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8421615386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8421615386.01.LZZZZZZZ.jpg
0609802720,Charles Schwab's Guide to Financial Independence : Simple Solutions for Busy People,CHARLES SCHWAB,1998,Three Rivers Press,http://images.amazon.com/images/P/0609802720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609802720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609802720.01.LZZZZZZZ.jpg
0671720139,BLACK THRONE,Roger Zelazny,1990,Baen,http://images.amazon.com/images/P/0671720139.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671720139.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671720139.01.LZZZZZZZ.jpg
0345402278,The Star Wars Encyclopedia,Stephen J. Sansweet,1998,Del Rey Books,http://images.amazon.com/images/P/0345402278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345402278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345402278.01.LZZZZZZZ.jpg
0590121251,The Borrowers Afloat,Mary Norton,2000,Scholastic,http://images.amazon.com/images/P/0590121251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590121251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590121251.01.LZZZZZZZ.jpg
0736401954,Disney's 102 Dalmatians : A Read-Aloud Storybook,Zoe Benjamin,2000,Disney Press,http://images.amazon.com/images/P/0736401954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736401954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736401954.01.LZZZZZZZ.jpg
0452284708,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,2003,Plume Books,http://images.amazon.com/images/P/0452284708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284708.01.LZZZZZZZ.jpg
0340768096,Lucy Talk,Fiona Walker,2001,Flame,http://images.amazon.com/images/P/0340768096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340768096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340768096.01.LZZZZZZZ.jpg
0373708165,"Let It Snow (Harlequin Superromance, 816)",Sherry Lewis,1998,Harlequin,http://images.amazon.com/images/P/0373708165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373708165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373708165.01.LZZZZZZZ.jpg
0553343505,Jean Carper's Total Nutrition Guide,Jean Carper,1987,Bantam Books,http://images.amazon.com/images/P/0553343505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553343505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553343505.01.LZZZZZZZ.jpg
1851680691,A Short History of Judaism,Lavinia Cohn-Sherbok,1995,Natl Book Network,http://images.amazon.com/images/P/1851680691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1851680691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1851680691.01.LZZZZZZZ.jpg
0606170979,Harry Potter and the  Sorcerer's Stone,Mary Grandpre,1998,Demco Media,http://images.amazon.com/images/P/0606170979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0606170979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0606170979.01.LZZZZZZZ.jpg
